도로코드,도로명,도로분류그룹코드,도로분류그룹코드명,도로구분코드,도로구분명,도로순서,도로폭,차선수,소통제공여부,사용여부,도로거리
3031,동부간선도로,30,도시고속 구간,34,동부간선도로_구간,,,,,Y,
3032,동부간선도로,30,도시고속 구간,34,동부간선도로_구간,,,,,Y,
3041,북부간선도로,30,도시고속 구간,35,북부간선도로_구간,,,,,Y,
3042,북부간선도로,30,도시고속 구간,35,북부간선도로_구간,,,,,Y,
3051,분당수서로,30,도시고속 구간,36,분당수서로_구간,,,,,Y,
3052,분당수서로,30,도시고속 구간,36,분당수서로_구간,,,,,Y,
3061,서부간선도로,30,도시고속 구간,37,서부간선도로_구간,,,,,Y,
3062,서부간선도로,30,도시고속 구간,37,서부간선도로_구간,,,,,Y,
3063,서부간선도로,30,도시고속 구간,37,서부간선도로_구간,,,,,Y,
3071,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3072,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3073,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3074,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3075,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3076,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3077,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3081,강남순환로,30,도시고속 구간,39,강남순환로_구간,,,,,Y,
3082,강남순환로,30,도시고속 구간,39,강남순환로_구간,,,,,Y,
3083,강남순환로,30,도시고속 구간,39,강남순환로_구간,,,,,Y,
721,월드컵대교,04,기타도로,07,한강교량,,,,,Y,
21001,신월여의지하도로,01,기본도로,02,도시고속도로,,,2,,Y,6849
21002,서부간선지하도로,01,기본도로,02,도시고속도로,,,2,,Y,8737
690,도심권(동서간),93,유형별_SM,98,도심권_SM,1,,,,N,
691,도심권(남북간),93,유형별_SM,98,도심권_SM,2,,,,N,
692,방사선도로,93,유형별_SM,99,외곽_SM,4,,,,N,
693,도시고속도로,93,유형별_SM,99,외곽_SM,3,,,,N,
694,기타도로,93,유형별_SM,99,외곽_SM,5,,,,N,
545,위례서로,01,기본도로,05,기타도로,,,3,,Y,454
547,위례중앙로,01,기본도로,05,기타도로,,,2,,Y,996
548,위례순환로,01,기본도로,05,기타도로,,,2,,Y,878
266,성북로,01,기본도로,04,보조간선도로,,,4,,Y,1941
132,동일로243길,01,기본도로,04,보조간선도로,,,4,,Y,522
210,사직로,01,기본도로,03,주간선도로,,,9,,Y,1901
415,장충단로,01,기본도로,03,주간선도로,,,6,,Y,2848
1088,역촌-대조선,02,기능별,12,보조간선 기능별,,,,,Y,
169,문래로,01,기본도로,05,기타도로,,,4,,Y,1862
824,장지-성수선,02,기능별,11,주간선도로 기능별,,,,,Y,
35,고덕로79길,01,기본도로,05,기타도로,,,2,,Y,682
51,구로동로,01,기본도로,04,보조간선도로,,,4,,Y,2208
288,송파대로,01,기본도로,03,주간선도로,,,11,,Y,7356
605,도심생활권,11,권역별,21,도심생활권,,,,,Y,
606,동남생활권,11,권역별,22,동남생활권,,,,,Y,
607,동북생활권,11,권역별,23,동북생활권,,,,,Y,
608,서남생활권,11,권역별,24,서남생활권,,,,,Y,
609,서북생활권,11,권역별,25,서북생활권,,,,,Y,
610,한양도성,12,한양도성,26,한양도성,,,,,Y,
20028,새문안로3길,01,기본도로,05,기타도로,,,2,,Y,637
406,자하문로,01,기본도로,03,주간선도로,,,6,,Y,3199
531,용마터널,01,기본도로,04,보조간선도로,,,,,Y,3163
532,구리암사대교,01,기본도로,04,보조간선도로,,,,,Y,1151
533,암사대교와양재대로연결길,01,기본도로,04,보조간선도로,,,,,Y,1374
69,낙성대로,01,기본도로,05,기타도로,,,,N,N,1132
20001,공원로,01,기본도로,04,보조간선도로,,,5,,Y,1272
20002,농수산시장로,01,기본도로,04,보조간선도로,,,3,,Y,460
20003,상암산로,01,기본도로,05,기타도로,,,3,,Y,917
20007,노해로66길,01,기본도로,04,보조간선도로,,,2,,Y,685
20008,도영로,01,기본도로,05,기타도로,,,2,,Y,1443
20009,동산로,01,기본도로,05,기타도로,,,2,,Y,979
20010,수유로,01,기본도로,05,기타도로,,,3,,Y,846
20011,여의공원로,01,기본도로,05,기타도로,,,2,,Y,1246
20012,은행로,01,기본도로,05,기타도로,,,2,,Y,719
20013,충민로,01,기본도로,05,기타도로,,,4,,Y,1903
20014,행당로,01,기본도로,04,보조간선도로,,,2,,Y,1375
20015,황물로,01,기본도로,05,기타도로,,,2,,Y,1970
20016,목동중앙본로,01,기본도로,05,기타도로,,,1,,Y,1341
20017,백련산로,01,기본도로,05,기타도로,,,2,,Y,1858
20018,북아현로,01,기본도로,05,기타도로,,,1,,Y,2200
20019,삼개로,01,기본도로,05,기타도로,,,1,,Y,867
20020,솔밭로,01,기본도로,05,기타도로,,,1,,Y,1130
20021,외대역동로,01,기본도로,05,기타도로,,,2,,Y,1425
20022,우이천로,01,기본도로,05,기타도로,,,2,,Y,4974
20024,장월로,01,기본도로,05,기타도로,,,1,,Y,1798
20025,장터길,01,기본도로,05,기타도로,,,1,,Y,453
20027,흑석로,01,기본도로,05,기타도로,,,2,,Y,1341
